"State,County Name, High School Diploma Only Rate 2012 - 2016, Average Unemployment Rate 2012 - 2016"
IA,Crawford County,37.7,5.4
IA,Dallas County,19.4,4.78
IA,Davis County,38.2,4.14
IA,Decatur County,37.2,4.16
IA,Delaware County,43.5,5.02
IA,Des Moines County,35.0,4.76
IA,Dickinson County,29.3,3.88
IA,Dubuque County,34.7,3.9
IA,Emmet County,34.1,4.16
IA,Fayette County,38.5,4.12
IA,Floyd County,35.3,4.56
IA,Franklin County,38.3,4.92
IA,Fremont County,35.6,3.52
IA,Greene County,37.4,4.52
IA,Grundy County,34.3,3.98
IA,Guthrie County,39.1,4.62
IA,Hamilton County,31.5,4.16
IA,Hancock County,36.7,3.6
IA,Hardin County,33.8,3.44
IA,Harrison County,38.2,3.98
IA,Henry County,37.4,4.84
IA,Howard County,43.5,4.58
IA,Humboldt County,36.9,4.48
IA,Ida County,40.3,3.16
IA,Iowa County,40.8,4.76
IA,Jackson County,43.2,4.66
IA,Jasper County,40.8,3.26
IA,Jefferson County,29.1,6.24
IA,Johnson County,16.5,4.46
IA,Jones County,39.5,4.6
IA,Keokuk County,42.9,4.12
IA,Kossuth County,37.9,2.48
IA,Lee County,41.2,4.54
IA,Linn County,27.2,4.42
IA,Louisa County,37.3,3.82
IA,Lucas County,45.1,5.54
IA,Lyon County,37.3,4.2
IA,Madison County,37.4,3.62
IA,Mahaska County,37.2,5.04
IA,Marion County,35.8,5.22
IA,Marshall County,32.7,4.32
IA,Mills County,35.3,4.64
IA,Mitchell County,43.9,3.3
IA,Monona County,39.8,3.36
IA,Monroe County,45.8,4.82
IA,Montgomery County,36.2,3.54
IA,Muscatine County,33.9,3.4
IA,O'Brien County,36.4,3.42
IA,Osceola County,39.6,4.34
IA,Page County,33.9,4.28
IA,Palo Alto County,30.2,4.24
IA,Plymouth County,34.6,3.82
IA,Pocahontas County,39.2,3.66
IA,Polk County,25.0,5.22
IA,Pottawattamie County,34.7,3.32
IA,Poweshiek County,39.3,3.04
IA,Ringgold County,37.3,3.02
IA,Sac County,38.6,5.02
IA,Scott County,29.4,3.5
IA,Shelby County,37.8,4.5
IA,Sioux County,30.9,4.68
IA,Story County,18.5,5.9
IA,Tama County,40.7,3.9
IA,Taylor County,41.8,3.5
IA,Union County,38.9,4.68
IA,Van Buren County,42.2,4.88
IA,Wapello County,36.6,4.36
IA,Warren County,32.1,4.18
IA,Washington County,37.5,4.4
IA,Wayne County,45.7,4.5
IA,Webster County,32.5,4.42
IA,Winneshiek County,33.7,5.8
IA,Woodbury County,34.0,5.36
IA,Worth County,35.3,7.0
IA,Wright County,35.7,3.74
KS,Allen County,32.6,5.88
KS,Anderson County,37.0,4.42
KS,Atchison County,41.5,4.96
KS,Barber County,36.5,4.5
KS,Barton County,32.2,5.88
KS,Bourbon County,29.6,5.52
KS,Brown County,39.4,3.18
KS,Butler County,26.6,2.8
KS,Chase County,29.6,4.54
KS,Chautauqua County,38.4,4.34
KS,Cherokee County,34.2,6.16
KS,Cheyenne County,31.8,3.32
KS,Clark County,26.3,5.2
KS,Clay County,31.0,5.54
KS,Cloud County,32.4,3.96
KS,Coffey County,37.3,5.28
KS,Comanche County,34.1,4.82
KS,Cowley County,30.4,4.3
KS,Crawford County,28.8,3.4
KS,Decatur County,35.7,5.52
KS,Dickinson County,36.0,3.08
KS,Doniphan County,39.2,3.52
KS,Douglas County,19.4,3.86
KS,Edwards County,29.1,3.58
KS,Elk County,36.4,5.54
KS,Ellis County,26.4,7.26
KS,Ellsworth County,33.2,2.86
KS,Finney County,23.1,3.84
KS,Ford County,24.1,3.7
KS,Franklin County,36.1,2.62
KS,Geary County,28.9,2.34
KS,Gove County,36.5,5.06
KS,Graham County,35.5,2.52
KS,Grant County,30.2,3.92
KS,Gray County,25.9,4.56
KS,Greeley County,31.2,2.9
KS,Greenwood County,36.3,3.26
KS,Hamilton County,36.8,4.46
KS,Harper County,37.0,4.9
KS,Harvey County,27.8,4.04
KS,Haskell County,19.0,3.8
KS,Hodgeman County,26.0,3.38
KS,Jackson County,39.6,4.78
KS,Jefferson County,39.7,3.24
KS,Jewell County,43.2,6.48
KS,Johnson County,14.9,3.48
KS,Kearny County,27.3,5.34
KS,Kingman County,33.6,4.02
KS,Kiowa County,27.8,7.7
KS,Labette County,32.6,2.54
KS,Lane County,30.4,5.24
KS,Leavenworth County,29.5,3.48
KS,Lincoln County,32.7,4.36
KS,Linn County,37.7,3.46
KS,Logan County,31.8,2.96
KS,Lyon County,33.0,4.96
KS,McPherson County,28.9,3.1
KS,Marion County,35.6,6.68
KS,Marshall County,42.5,4.76
KS,Meade County,30.6,3.9
KS,Miami County,32.2,3.14
KS,Mitchell County,30.9,7.8
KS,Montgomery County,30.4,3.1
KS,Morris County,36.5,2.74
KS,Morton County,37.1,5.76
KS,Nemaha County,42.4,3.92
KS,Neosho County,31.4,4.36
KS,Ness County,34.3,3.92
KS,Norton County,32.9,3.68
KS,Osage County,39.4,4.14
KS,Osborne County,35.3,3.96
KS,Ottawa County,35.5,2.44
KS,Pawnee County,27.4,4.7
KS,Phillips County,35.7,3.2
KS,Pottawatomie County,30.1,4.06
KS,Pratt County,27.0,3.74
KS,Rawlins County,30.9,4.42
KS,Reno County,29.9,4.1
KS,Republic County,33.1,3.94
KS,Rice County,29.1,4.54
KS,Riley County,17.1,2.84
KS,Rooks County,33.3,5.6
KS,Rush County,29.9,4.0
KS,Russell County,31.2,4.96
KS,Saline County,33.4,2.5
KS,Scott County,32.3,3.46
KS,Sedgwick County,26.6,3.56
KS,Seward County,25.3,4.08
KS,Shawnee County,30.9,3.24
KS,Sheridan County,31.7,3.5
KS,Sherman County,30.5,5.0
KS,Smith County,34.4,3.14
KS,Stafford County,28.9,3.82
KS,Stanton County,26.0,4.42
KS,Stevens County,32.6,3.14
KS,Sumner County,34.8,3.48
KS,Thomas County,29.4,3.38
KS,Trego County,32.4,7.74
KS,Wabaunsee County,36.3,5.7
KS,Wallace County,31.6,6.96
KS,Wichita County,27.3,8.42
KS,Wilson County,36.3,6.14
KS,Woodson County,38.3,5.32
KS,Wyandotte County,32.8,8.44
KY,Adair County,36.4,9.0
KY,Allen County,35.8,10.68
KY,Anderson County,39.6,5.3
KY,Ballard County,36.8,5.94
KY,Barren County,40.5,8.28
KY,Bath County,40.0,7.14
KY,Bell County,36.5,7.84
KY,Boone County,27.0,11.86
KY,Bourbon County,37.4,7.66
KY,Boyd County,35.2,6.1
KY,Boyle County,35.4,7.44
KY,Bracken County,43.8,6.88
KY,Breathitt County,34.4,5.96
KY,Breckinridge County,44.0,5.32
KY,Bullitt County,41.1,6.68
KY,Butler County,43.2,7.48
KY,Caldwell County,46.5,11.26
KY,Calloway County,31.5,6.9
KY,Campbell County,30.8,7.7
KY,Carlisle County,33.9,6.32
KY,Carroll County,39.7,11.66
KY,Carter County,40.6,9.18
KY,Casey County,36.3,6.28
KY,Christian County,33.5,8.14
KY,Clark County,36.1,5.82
KY,Clay County,34.2,8.34
KY,Clinton County,38.1,12.26
KY,Crittenden County,39.0,7.8
KY,Cumberland County,34.5,4.8
KY,Daviess County,36.2,7.66
KY,Edmonson County,40.2,11.04
KY,Elliott County,42.3,5.34
KY,Estill County,47.9,9.06
KY,Fayette County,20.6,7.1
KY,Fleming County,38.4,6.58
KY,Floyd County,36.2,6.76
KY,Franklin County,30.7,7.26
KY,Fulton County,35.1,8.52
KY,Gallatin County,44.4,6.52
KY,Garrard County,38.1,9.08
KY,Grant County,45.8,6.18
KY,Graves County,37.2,6.34
KY,Grayson County,42.8,14.1
KY,Green County,43.5,6.24
KY,Greenup County,37.3,6.44
KY,Hancock County,45.3,6.18
KY,Hardin County,31.4,5.9
KY,Harlan County,35.2,6.62
KY,Harrison County,42.5,6.72
KY,Hart County,41.6,10.32
KY,Henderson County,35.6,6.18
KY,Henry County,44.9,5.28
KY,Hickman County,41.0,9.62
KY,Hopkins County,41.0,5.62
KY,Jackson County,44.6,12.34
KY,Jefferson County,27.1,10.34
KY,Jessamine County,29.1,6.62
KY,Johnson County,36.3,7.94
KY,Kenton County,29.0,10.2
KY,Knott County,34.9,10.44
KY,Knox County,38.1,13.82
KY,Larue County,41.7,13.1
KY,Laurel County,39.2,10.14
KY,Lawrence County,42.8,8.58
KY,Lee County,41.3,8.4
KY,Leslie County,34.6,5.94
KY,Letcher County,38.2,7.22
KY,Lewis County,41.0,6.94
KY,Lincoln County,44.3,10.54
KY,Livingston County,46.2,6.32
KY,Logan County,39.5,5.4
KY,Lyon County,40.1,16.58
KY,McCracken County,30.5,6.54
KY,McCreary County,40.3,6.94
KY,McLean County,41.2,9.64
KY,Madison County,29.3,7.92
KY,Magoffin County,36.8,7.42
KY,Marion County,42.8,10.24
KY,Marshall County,40.0,6.42
KY,Martin County,38.6,6.3
KY,Mason County,38.9,5.58
KY,Meade County,37.4,7.64
KY,Menifee County,39.8,9.3
KY,Mercer County,37.5,8.2
KY,Metcalfe County,38.2,6.28
KY,Monroe County,41.2,7.2
KY,Montgomery County,37.7,7.66
KY,Morgan County,36.9,4.74
KY,Muhlenberg County,42.8,5.22
KY,Nelson County,40.7,11.06
KY,Nicholas County,43.0,6.76
KY,Ohio County,43.8,11.26
KY,Oldham County,23.0,10.4
KY,Owen County,47.7,8.86
KY,Owsley County,37.8,7.46
KY,Pendleton County,46.4,8.22
KY,Perry County,33.7,8.06
KY,Pike County,37.9,7.08
KY,Powell County,41.8,10.5
KY,Pulaski County,39.3,5.08
KY,Robertson County,34.6,4.96
KY,Rockcastle County,45.5,6.28
KY,Rowan County,29.8,5.32
KY,Russell County,35.1,7.6
KY,Scott County,31.7,5.94
KY,Shelby County,32.1,7.44
KY,Simpson County,43.2,7.22
KY,Spencer County,35.1,7.12
KY,Taylor County,40.3,5.68
KY,Todd County,41.3,5.6
KY,Trigg County,30.8,10.0
KY,Trimble County,46.1,6.12
KY,Union County,39.9,8.72
KY,Warren County,30.0,11.92
KY,Washington County,42.5,4.5
KY,Webster County,43.2,6.44
KY,Whitley County,36.2,7.22
KY,Wolfe County,39.3,5.38
KY,Woodford County,28.0,8.42
LA,Acadia Parish,40.4,6.74
LA,Allen Parish,42.9,8.24
LA,Ascension Parish,34.8,5.76
LA,Assumption Parish,41.5,7.34
LA,Avoyelles Parish,41.6,5.82
LA,Beauregard Parish,41.3,8.04
LA,Bienville Parish,41.6,4.98
LA,Bossier Parish,28.6,8.96
LA,Caddo Parish,32.8,7.2
LA,Calcasieu Parish,34.6,8.62
LA,Caldwell Parish,43.2,8.24
LA,Cameron Parish,36.7,5.76
LA,Catahoula Parish,42.1,15.42
LA,Claiborne Parish,39.7,6.52
LA,Concordia Parish,41.2,7.28
LA,De Soto Parish,40.2,9.8
LA,East Baton Rouge Parish,27.4,7.26
LA,East Carroll Parish,36.6,7.4
LA,East Feliciana Parish,44.2,7.86
LA,Evangeline Parish,36.6,6.16
LA,Franklin Parish,40.3,6.06
LA,Grant Parish,42.9,6.12
LA,Iberia Parish,41.3,5.38
LA,Iberville Parish,39.7,5.26
LA,Jackson Parish,43.3,5.78
LA,Jefferson Parish,31.1,7.44
LA,Jefferson Davis Parish,41.3,5.54
LA,Lafayette Parish,28.2,10.42
LA,Lafourche Parish,39.3,11.48
LA,La Salle Parish,42.8,7.94
LA,Lincoln Parish,27.5,6.98
LA,Livingston Parish,40.2,7.0
LA,Madison Parish,40.4,5.72
LA,Morehouse Parish,44.2,7.28
LA,Natchitoches Parish,32.9,6.74
LA,Orleans Parish,22.9,7.0
LA,Ouachita Parish,33.5,8.88
LA,Plaquemines Parish,38.0,6.86
LA,Pointe Coupee Parish,41.2,7.08
LA,Rapides Parish,37.5,6.06
LA,Red River Parish,45.0,10.0
LA,Richland Parish,41.2,8.9
LA,Sabine Parish,43.0,8.16
LA,St. Bernard Parish,39.5,7.96
LA,St. Charles Parish,35.7,6.52
LA,St. Helena Parish,45.8,7.56
LA,St. James Parish,44.5,5.46
LA,St. John the Baptist Parish,36.5,7.56
LA,St. Landry Parish,43.5,9.88
LA,St. Martin Parish,41.1,5.62
LA,St. Mary Parish,47.3,7.42
LA,St. Tammany Parish,26.6,6.3
LA,Tangipahoa Parish,35.7,8.18
LA,Tensas Parish,46.1,8.02
LA,Terrebonne Parish,39.8,9.08
LA,Union Parish,46.1,6.02
LA,Vermilion Parish,41.3,12.86
LA,Vernon Parish,37.2,5.56
LA,Washington Parish,41.8,8.2
LA,West Baton Rouge Parish,38.2,5.48
LA,West Carroll Parish,42.6,7.38
LA,West Feliciana Parish,31.7,4.32
LA,Winn Parish,41.6,6.48
ME,Androscoggin County,37.5,5.28
ME,Aroostook County,38.2,5.08
ME,Cumberland County,23.7,5.54
ME,Franklin County,36.9,6.92
ME,Hancock County,33.2,6.0
ME,Kennebec County,35.1,7.32
ME,Knox County,34.9,4.74
ME,Lincoln County,33.0,7.92
ME,Oxford County,45.1,6.14
ME,Penobscot County,35.5,7.86
ME,Piscataquis County,40.9,5.16
ME,Somerset County,41.8,7.64
ME,Waldo County,34.1,4.92
ME,Washington County,38.5,6.02
ME,York County,32.0,5.28
MD,Allegany County,41.9,4.76
MD,Anne Arundel County,24.5,6.76
MD,Baltimore County,27.2,5.62
MD,Calvert County,30.9,8.44
MD,Caroline County,41.8,5.16
MD,Carroll County,30.6,7.04
MD,Cecil County,37.5,5.66
MD,Charles County,32.3,4.28
MD,Dorchester County,38.5,6.22
MD,Frederick County,25.2,4.38
MD,Garrett County,42.4,5.94
MD,Harford County,27.8,5.22
MD,Howard County,14.0,5.36
MD,Kent County,32.9,9.34
MD,Montgomery County,14.0,5.66
MD,Prince George's County,25.9,6.54
MD,Queen Anne's County,29.8,7.82
MD,St. Mary's County,30.2,11.46
MD,Somerset County,41.7,8.6
MD,Washington County,38.0,6.98
MD,Wicomico County,33.5,6.14
MD,Worcester County,32.3,7.12
MD,Baltimore city,29.6,7.6
MA,Barnstable County,25.1,5.02
MA,Berkshire County,30.7,7.24
MA,Bristol County,30.0,5.16
MA,Dukes County,24.6,4.56
MA,Essex County,25.7,6.16
MA,Franklin County,27.6,4.78
MA,Hampden County,30.4,5.82
MA,Hampshire County,24.3,5.04
MA,Middlesex County,20.6,5.92
MA,Norfolk County,20.9,10.46
MA,Plymouth County,29.0,10.24
MA,Suffolk County,23.3,5.48
MA,Worcester County,28.9,7.86
MI,Alcona County,40.2,10.84
MI,Alger County,44.3,11.4
MI,Allegan County,37.9,5.32
MI,Alpena County,33.6,7.2
MI,Antrim County,33.1,8.62
MI,Arenac County,43.0,6.9
MI,Baraga County,42.3,6.76
MI,Barry County,37.4,6.48
MI,Bay County,35.8,6.6
MI,Benzie County,33.5,8.22
MI,Berrien County,29.6,10.48
MI,Branch County,40.5,9.14
MI,Calhoun County,35.7,9.72
MI,Cass County,34.7,4.98
MI,Charlevoix County,31.9,9.66
MI,Cheboygan County,38.3,8.44
MI,Chippewa County,37.8,6.94
MI,Clare County,39.2,5.48
MI,Clinton County,28.0,9.34
MI,Crawford County,35.9,7.84
MI,Delta County,33.8,9.36
MI,Dickinson County,39.0,8.78
MI,Eaton County,29.4,6.24
MI,Emmet County,25.8,7.24
MI,Genesee County,32.3,7.04
MI,Gladwin County,40.6,7.54
MI,Gogebic County,38.9,6.72
MI,Grand Traverse County,26.2,6.2
MI,Gratiot County,41.3,6.38
MI,Hillsdale County,38.9,9.52
MI,Houghton County,34.4,8.36
MI,Huron County,43.2,6.04
MI,Ingham County,21.6,6.66
MI,Ionia County,39.1,5.56
MI,Iosco County,39.6,9.42
MI,Iron County,44.7,5.08
MI,Isabella County,31.2,11.0
MI,Jackson County,33.6,10.82
MI,Kalamazoo County,22.9,9.2
MI,Kalkaska County,40.3,6.46
MI,Kent County,25.0,6.44
MI,Keweenaw County,34.3,6.16
MI,Lake County,42.6,8.68
MI,Lapeer County,36.9,11.08
MI,Leelanau County,22.2,7.68
MI,Lenawee County,36.9,8.7
MI,Livingston County,25.8,7.0
MI,Luce County,44.1,7.64
MI,Mackinac County,35.3,7.92
MI,Macomb County,30.4,6.58
MI,Manistee County,36.9,6.26
MI,Marquette County,31.7,7.94
MI,Mason County,34.1,6.1
MI,Mecosta County,35.2,7.74
MI,Menominee County,43.1,13.06
MI,Midland County,29.6,7.82
MI,Missaukee County,41.5,7.24
MI,Monroe County,36.1,6.34
MI,Montcalm County,38.8,10.06
MI,Montmorency County,42.2,9.76
MI,Muskegon County,34.8,11.22
MI,Newaygo County,40.7,8.24
MI,Oakland County,19.5,11.86
MI,Oceana County,35.6,8.24
MI,Ogemaw County,39.5,4.98
MI,Ontonagon County,41.6,12.32
MI,Osceola County,44.9,11.26
MI,Oscoda County,39.0,7.4
MI,Otsego County,37.6,9.2
MI,Ottawa County,29.2,6.32
MI,Presque Isle County,40.4,8.54
MI,Roscommon County,40.0,11.3
MI,Saginaw County,34.0,7.56
MI,St. Clair County,35.0,8.6
MI,St. Joseph County,38.9,8.1
MI,Sanilac County,43.3,4.88
MI,Schoolcraft County,45.8,9.24
MI,Shiawassee County,36.7,8.72
MI,Van Buren County,33.4,7.26
MI,Washtenaw County,15.6,4.54
MI,Wayne County,30.2,4.94
MI,Wexford County,38.2,5.74
MN,Aitkin County,39.0,4.76
MN,Anoka County,28.1,3.72
MN,Becker County,32.8,4.72
MN,Beltrami County,27.2,5.68
MN,Benton County,32.3,3.8
MN,Big Stone County,42.7,7.6
MN,Blue Earth County,28.5,4.68
MN,Brown County,37.8,5.04
MN,Carlton County,36.8,3.78
MN,Carver County,20.5,10.04
MN,Cass County,34.2,5.22
MN,Chippewa County,36.1,5.94
MN,Chisago County,34.1,6.12
MN,Clay County,26.5,3.98
MN,Clearwater County,38.0,4.32
MN,Cook County,24.3,3.92
MN,Cottonwood County,34.7,4.96
MN,Crow Wing County,30.4,4.58
MN,Dakota County,21.0,4.58
MN,Dodge County,34.2,4.3
MN,Douglas County,29.8,5.3
MN,Faribault County,40.5,3.98
MN,Fillmore County,34.3,4.62
MN,Freeborn County,36.1,6.82
MN,Goodhue County,33.1,5.36
MN,Grant County,33.5,7.52
MN,Hennepin County,17.5,4.26
MN,Houston County,33.8,7.6
MN,Hubbard County,31.9,4.4
MN,Isanti County,36.8,5.26
MN,Itasca County,31.0,8.26
MN,Jackson County,33.0,4.74
MN,Kanabec County,40.7,5.64
MN,Kandiyohi County,26.5,5.06
MN,Kittson County,36.2,5.58
MN,Koochiching County,37.1,4.26
MN,Lac qui Parle County,38.8,3.72
MN,Lake County,33.5,5.08
MN,Lake of the Woods County,42.0,6.02
MN,Le Sueur County,36.0,7.28
MN,Lincoln County,40.5,4.74
MN,Lyon County,33.5,5.04
MN,McLeod County,36.5,6.9
MN,Mahnomen County,36.0,6.12
MN,Marshall County,36.7,3.9
MN,Martin County,38.8,4.82
MN,Meeker County,37.3,3.44
MN,Mille Lacs County,37.9,3.7
MN,Morrison County,37.9,5.28
MN,Mower County,31.6,3.58
MN,Murray County,37.5,4.74
MN,Nicollet County,27.1,5.76
MN,Nobles County,33.2,6.46
MN,Norman County,40.9,4.04
MN,Olmsted County,20.5,4.9
MN,Otter Tail County,30.7,4.02
MN,Pennington County,36.0,4.44
MN,Pine County,41.3,6.6
MN,Pipestone County,34.8,4.7
MN,Polk County,31.0,5.82
MN,Pope County,33.7,4.46
MN,Ramsey County,21.9,2.72
MN,Red Lake County,40.9,4.38
MN,Redwood County,37.6,5.68
MN,Renville County,35.9,3.84
MN,Rice County,31.2,4.82
MN,Rock County,38.0,4.88
MN,Roseau County,36.0,4.44
MN,St. Louis County,29.2,4.08
MN,Scott County,23.0,3.46
MN,Sherburne County,27.2,5.64
MN,Sibley County,40.2,4.9
MN,Stearns County,29.8,4.52
MN,Steele County,35.6,4.3
MN,Stevens County,26.8,6.58
MN,Swift County,35.5,4.88
MN,Todd County,36.7,3.88
MN,Traverse County,36.0,5.14
MN,Wabasha County,37.1,3.7
MN,Wadena County,38.2,3.9
MN,Waseca County,36.2,4.6
MN,Washington County,21.6,4.38
MN,Wilkin County,29.4,8.76
MN,Winona County,29.2,6.86
MN,Wright County,28.8,8.5
MN,Yellow Medicine County,36.8,8.52
MS,Adams County,34.5,9.2
MS,Alcorn County,34.9,7.12
MS,Amite County,38.1,9.28
MS,Attala County,29.8,9.04
MS,Benton County,36.7,7.48
MS,Bolivar County,25.2,14.28
MS,Calhoun County,34.2,8.92
MS,Carroll County,35.9,12.18
MS,Chickasaw County,36.9,11.2
MS,Choctaw County,36.1,8.78
MS,Claiborne County,28.8,6.9
MS,Clarke County,35.8,5.38
MS,Clay County,32.1,7.3
MS,Coahoma County,26.4,8.52
MS,Copiah County,31.5,8.64
MS,Covington County,38.1,9.12
MS,DeSoto County,29.1,7.26
MS,Forrest County,28.5,7.32
MS,Franklin County,38.0,6.78
MS,George County,40.0,7.2
MS,Greene County,36.7,14.24
MS,Grenada County,29.2,15.28
MS,Hancock County,28.4,17.28
MS,Harrison County,29.5,6.94
MS,Hinds County,25.0,8.0
MS,Holmes County,40.6,8.86
MS,Humphreys County,27.6,16.52
MS,Issaquena County,34.4,10.58
MS,Itawamba County,29.9,6.6
MS,Jackson County,31.3,11.48
MS,Jasper County,37.7,6.42
MS,Jefferson County,36.0,5.4
MS,Jefferson Davis County,37.9,7.56
MS,Jones County,29.3,8.38
MS,Kemper County,30.8,7.38
MS,Lafayette County,20.9,6.88
MS,Lamar County,24.2,12.2
MS,Lauderdale County,31.2,6.92
MS,Lawrence County,35.9,8.04
MS,Leake County,36.9,5.32
MS,Lee County,26.8,8.28
MS,Leflore County,33.8,8.54
MS,Lincoln County,37.5,9.26
MS,Lowndes County,30.3,9.32
MS,Madison County,16.3,6.96
MS,Marion County,37.2,6.82
MS,Marshall County,38.7,11.46
MS,Monroe County,34.9,7.0
MS,Montgomery County,33.6,10.18
MS,Neshoba County,33.2,6.86
MS,Newton County,29.8,9.22
MS,Noxubee County,32.0,8.48
MS,Oktibbeha County,20.6,6.54
MS,Panola County,36.7,7.18
MS,Pearl River County,30.3,12.5
MS,Perry County,38.8,4.7
MS,Pike County,33.0,5.86
MS,Pontotoc County,33.6,11.28
MS,Prentiss County,31.8,6.68
MS,Quitman County,31.2,6.02
MS,Rankin County,27.4,8.4
MS,Scott County,34.7,12.22
MS,Sharkey County,28.3,9.3
MS,Simpson County,37.9,7.88
MS,Smith County,43.0,7.96
MS,Stone County,35.9,7.74
MS,Sunflower County,29.7,10.52
MS,Tallahatchie County,33.2,6.12
MS,Tate County,28.4,9.4
MS,Tippah County,34.0,7.78
MS,Tishomingo County,40.0,12.1
MS,Tunica County,30.7,9.2
MS,Union County,31.7,8.1
MS,Walthall County,43.3,11.46
MS,Warren County,32.1,9.52
MS,Washington County,30.3,8.52
MS,Wayne County,37.6,9.5
MS,Wilkinson County,39.2,6.42
MS,Winston County,33.4,4.72
MS,Yalobusha County,37.0,5.44
MS,Yazoo County,38.5,5.54
MO,Adair County,34.9,6.22
MO,Andrew County,38.4,6.86
MO,Atchison County,41.2,7.7
MO,Audrain County,46.4,6.42
MO,Barry County,42.2,4.1
MO,Barton County,42.2,5.46
MO,Bates County,44.4,6.96
MO,Benton County,44.4,5.78
MO,Bollinger County,46.0,5.38
MO,Boone County,20.4,7.94
MO,Buchanan County,36.4,5.02
MO,Butler County,36.7,6.82
MO,Caldwell County,44.0,8.42
MO,Callaway County,37.4,5.58
MO,Camden County,36.3,6.16
MO,Cape Girardeau County,31.8,5.6
MO,Carroll County,45.6,4.82
MO,Carter County,33.1,7.46
MO,Cass County,34.5,5.3
MO,Cedar County,40.7,5.74
MO,Chariton County,49.3,4.6
MO,Christian County,31.2,6.2
MO,Clark County,43.4,7.34
MO,Clay County,29.0,5.96
MO,Clinton County,38.4,7.36
MO,Cole County,31.4,5.56
MO,Cooper County,40.1,5.32
MO,Crawford County,39.9,6.78
MO,Dade County,43.4,7.98
MO,Dallas County,42.0,9.12
MO,Daviess County,42.1,6.2
MO,DeKalb County,47.6,5.4
MO,Dent County,39.5,4.78
MO,Douglas County,43.6,4.82
MO,Dunklin County,37.8,5.24
MO,Franklin County,33.7,6.08
MO,Gasconade County,42.3,6.28
MO,Gentry County,43.5,8.58
MO,Greene County,28.4,4.54
MO,Grundy County,39.7,5.62
MO,Harrison County,48.3,7.06
MO,Henry County,42.2,9.42
MO,Hickory County,42.6,6.72
MO,Holt County,43.9,5.04
MO,Howard County,38.0,5.9
MO,Howell County,39.3,6.24
MO,Iron County,40.7,4.66
MO,Jackson County,29.4,7.68
MO,Jasper County,35.8,5.76
MO,Jefferson County,33.1,5.68
MO,Johnson County,31.6,5.16
MO,Knox County,43.7,6.38
MO,Laclede County,38.9,7.98
MO,Lafayette County,42.7,4.94
MO,Lawrence County,38.7,5.64
MO,Lewis County,47.0,5.82
MO,Lincoln County,42.4,6.86
MO,Linn County,48.8,6.0
MO,Livingston County,41.3,5.38
MO,McDonald County,35.5,4.88
MO,Macon County,44.4,7.32
MO,Madison County,36.6,7.14
MO,Maries County,41.9,5.66
MO,Marion County,38.4,6.24
MO,Mercer County,47.7,6.12
MO,Miller County,43.0,8.2
MO,Mississippi County,39.1,7.72
MO,Moniteau County,43.7,5.4
MO,Monroe County,48.0,5.72
MO,Montgomery County,42.9,7.08
MO,Morgan County,40.9,4.42
MO,New Madrid County,41.2,8.96
MO,Newton County,34.3,9.42
MO,Nodaway County,41.2,4.7
MO,Oregon County,41.8,5.94
MO,Osage County,45.0,6.08
MO,Ozark County,46.5,5.7
MO,Pemiscot County,38.0,4.78
MO,Perry County,46.1,6.2
MO,Pettis County,32.4,6.92
MO,Phelps County,33.2,5.1
MO,Pike County,44.8,5.1
MO,Platte County,22.2,7.04
MO,Polk County,37.3,6.72
MO,Pulaski County,31.0,8.42
MO,Putnam County,40.2,8.62
MO,Ralls County,49.4,4.64
MO,Randolph County,37.1,7.34
MO,Ray County,46.2,6.16
MO,Reynolds County,42.1,7.3
MO,Ripley County,40.1,5.54
MO,St. Charles County,25.6,5.58
MO,St. Clair County,43.6,7.0
MO,Ste. Genevieve County,42.9,4.84
MO,St. Francois County,36.1,6.28
MO,St. Louis County,21.5,9.06
MO,Saline County,39.0,5.36
MO,Schuyler County,41.7,7.74
MO,Scotland County,42.0,9.26
MO,Scott County,42.2,6.34
MO,Shannon County,41.3,9.44
MO,Shelby County,47.0,7.52
MO,Stoddard County,39.5,5.46
MO,Stone County,38.9,5.92
MO,Sullivan County,48.5,8.42
MO,Taney County,34.6,7.18
MO,Texas County,43.4,5.94
MO,Vernon County,41.0,3.66
MO,Warren County,35.9,7.2
MO,Washington County,41.2,7.2
MO,Webster County,38.5,4.02
MO,Worth County,44.1,10.1
MO,Wright County,43.1,5.6
MO,St. Louis city,22.9,5.84
MT,Beaverhead County,32.1,3.04
MT,Big Horn County,34.0,4.6
MT,Blaine County,29.2,3.5
MT,Broadwater County,37.6,3.34
MT,Carbon County,29.6,3.02
MT,Carter County,36.0,3.18
MT,Cascade County,31.4,4.54
MT,Chouteau County,32.8,2.32
MT,Custer County,30.5,4.5
MT,Daniels County,33.1,6.96
MT,Dawson County,35.8,3.7
MT,Deer Lodge County,38.3,2.98
MT,Fallon County,39.8,9.64
MT,Fergus County,33.1,4.54
MT,Flathead County,29.3,6.88
MT,Gallatin County,19.5,5.3
MT,Garfield County,45.1,4.72
MT,Glacier County,38.8,4.14
MT,Golden Valley County,44.3,5.9
MT,Granite County,35.9,3.86
MT,Hill County,28.6,3.36
MT,Jefferson County,27.6,11.14
MT,Judith Basin County,35.0,2.3
MT,Lake County,29.7,4.82
MT,Lewis and Clark County,24.5,4.62
MT,Liberty County,24.6,9.2
MT,Lincoln County,34.7,4.64
MT,McCone County,44.0,4.74
MT,Madison County,34.1,5.66
MT,Meagher County,41.9,4.6
